listing_id,neighborhood,bedrooms,property_type,price_ksh,occupancy_rate,rating,review_count,price_tier,source_neighbourhood,last_review
1343532,south-c,Studio,Private Room,2800,0.395,4.2,14,1,Crown Heights,2019-03-02
1346003,westlands,1 BR,Entire Home,12300,0.063,4.9,52,5,Williamsburg,2019-04-22
1347126,runda,Studio,Private Room,5300,0.247,4.2,14,5,Fort Greene,2019-05-31
1347175,upperhill,Studio,Private Room,6800,0.033,4,0,3,Kingsbridge,
1347204,langata,2 BR,Entire Home,13800,0.321,5,123,2,Harlem,2019-07-02
1347478,westlands,Studio,Private Room,6500,0.8,4.5,11,5,Williamsburg,2019-04-21
1347847,lavington,2 BR,Entire Home,17700,0.29,5,230,4,Bedford-Stuyvesant,2019-07-01
1348118,langata,2 BR,Entire Home,13400,0.293,5,141,2,Harlem,2019-06-25
1349187,south-c,Studio,Private Room,6900,0.573,4.1,8,1,Crown Heights,2018-11-26
1349237,langata,Studio,Private Room,6200,0.647,5,146,2,Harlem,2019-06-30
1349658,lavington,Studio,Private Room,5900,0.921,4.4,20,4,Morningside Heights,2019-06-07
1350055,westlands,Studio,Private Room,7000,0.756,4.2,2,5,Williamsburg,2019-02-03
1351217,lavington,1 BR,Entire Home,7700,0.318,5,144,4,Bedford-Stuyvesant,2019-06-23
1351427,lavington,3 BR,Entire Home,20600,0.956,4,1,4,Kensington,2015-04-03
1352560,kilimani,1 BR,Entire Home,11400,0.238,4.5,30,4,Long Island City,2018-09-03
1352657,langata,3 BR,Entire Home,20300,0,4.1,7,2,Upper East Side,2019-04-01
1354042,lavington,2 BR,Entire Home,16500,0.978,4.2,11,4,East Village,2019-06-11
1354250,runda,1 BR,Entire Home,5700,0,4,2,5,Fort Greene,2016-01-30
1354415,lavington,1 BR,Entire Home,7900,0.614,5,162,4,Bedford-Stuyvesant,2019-07-02
1354775,karen,2 BR,Entire Home,20500,0,4,0,5,NoHo,
1354973,lavington,Studio,Private Room,4600,0.079,5,123,4,Bedford-Stuyvesant,2019-06-30
1356710,lavington,1 BR,Private Room,15700,0.644,5,141,4,East Village,2019-06-27
1357021,runda,2 BR,Entire Home,17900,0.175,5,78,5,Midtown,2019-06-22
1358963,upperhill,Studio,Private Room,7600,0.088,5,96,3,Prospect Heights,2019-06-28
1359438,south-b,2 BR,Entire Home,12700,0.397,4.9,58,2,Park Slope,2019-06-30
1360781,muthaiga,1 BR,Private Room,18000,0.003,4,2,5,West Village,2013-10-09
1360791,runda,Studio,Private Room,3300,0.11,5,91,5,Cypress Hills,2019-06-24
1360932,langata,Studio,Private Room,8700,0,4,0,2,Harlem,
1361017,south-b,1 BR,Entire Home,10200,0.301,4.4,24,2,Park Slope,2019-07-01
1361428,south-c,Studio,Private Room,7300,0.156,4.3,16,1,Nolita,2019-06-19
1363957,westlands,1 BR,Entire Home,9000,0.964,4.1,6,5,Williamsburg,2019-05-16
1365000,ngong-road,1 BR,Entire Home,9900,0.912,5,140,3,Clinton Hill,2019-06-25
1365028,kileleshwa,3 BR,Entire Home,20900,0.296,5,95,4,SoHo,2019-06-19
1367775,parklands,Studio,Private Room,4100,0.995,4.1,5,3,Roosevelt Island,2018-08-18
1370154,muthaiga,3 BR,Entire Home,65500,0.003,4,2,5,West Village,2014-08-23
1370405,muthaiga,Studio,Private Room,4300,0.753,5,245,5,East Flatbush,2019-07-06
1371957,muthaiga,1 BR,Entire Home,8100,0,4.1,5,5,Washington Heights,2015-01-02
1373456,lavington,Studio,Private Room,5100,0.488,4.7,39,4,Bushwick,2017-05-28
1374457,westlands,Studio,Private Room,4500,0,4,0,5,Williamsburg,
1377134,lavington,Studio,Private Room,9500,0.526,5,90,4,East Village,2019-06-14
1377320,kilimani,2 BR,Entire Home,13300,0.901,4.1,3,4,Upper West Side,2013-09-06
1377820,lavington,2 BR,Entire Home,14200,0.233,4.5,28,4,Chelsea,2016-05-18
1378165,lavington,Studio,Private Room,5300,0.962,4.5,2,4,Bedford-Stuyvesant,2019-06-21
1380326,langata,Studio,Private Room,8100,0.29,5,77,2,Upper East Side,2019-06-17
1382158,kileleshwa,Studio,Private Room,7100,0.263,5,77,4,SoHo,2019-07-05
1382607,parklands,3 BR,Entire Home,19600,0,4,2,3,Carroll Gardens,2016-08-22
1386742,kilimani,Studio,Private Room,7000,0.896,5,231,4,Upper West Side,2019-06-27
1390532,langata,1 BR,Entire Home,9400,0.482,4.1,7,2,Greenpoint,2019-03-27
1391024,lavington,Studio,Private Room,5400,0.945,5,98,4,Bushwick,2019-06-16
1391683,muthaiga,Studio,Private Room,6100,0,4.3,14,5,Washington Heights,2017-09-29
1392144,south-c,2 BR,Entire Home,17400,0.397,4.4,25,1,Crown Heights,2019-01-02
1392330,lavington,1 BR,Entire Home,9500,0.249,5,226,4,Bedford-Stuyvesant,2019-07-04
1392673,langata,1 BR,Entire Home,9400,0.318,4.1,6,2,Greenpoint,2018-09-02
1396458,upperhill,2 BR,Entire Home,15100,0.137,4.6,33,3,Prospect Heights,2019-05-11
1397705,runda,3 BR,Entire Home,36900,0.293,5,82,5,Fort Greene,2019-07-01
1398234,south-c,2 BR,Entire Home,15100,0.197,4,0,1,Nolita,
1398326,ngong-road,1 BR,Entire Home,6800,0,4,0,3,Fort Hamilton,
1398609,langata,3 BR,Entire Home,25400,0.762,4.9,53,2,Upper East Side,2018-10-03
1399187,lavington,2 BR,Entire Home,12600,0.403,4.2,10,4,Morningside Heights,2018-08-31
1399273,langata,Studio,Private Room,3300,0.759,4.2,7,2,Greenpoint,2018-10-12
1399352,lavington,Studio,Private Room,5500,0.134,4.9,54,4,Bedford-Stuyvesant,2019-06-17
1399448,lavington,3 BR,Entire Home,20500,0.307,5,320,4,East Village,2019-06-12
1401826,runda,1 BR,Entire Home,8200,0.315,4.1,2,5,Sunnyside,2018-08-31
1402084,south-b,1 BR,Entire Home,9100,0.789,4.6,23,2,Red Hook,2019-06-03
1403129,langata,2 BR,Entire Home,14100,0.214,5,220,2,Sunset Park,2019-06-27
1403466,lavington,Studio,Private Room,4600,0.186,4.5,31,4,Bushwick,2019-02-28
1403635,langata,Studio,Private Room,5400,0,4.1,3,2,Harlem,2018-12-31
1403870,kileleshwa,2 BR,Entire Home,15800,0.942,5,68,4,SoHo,2019-04-27
1404355,lavington,Studio,Private Room,5900,0.449,4.6,33,4,Bedford-Stuyvesant,2019-05-23
1404510,lavington,Studio,Private Room,7500,0.871,4.8,44,4,Bedford-Stuyvesant,2019-01-25
1404828,westlands,Studio,Private Room,8100,0,5,189,5,Williamsburg,2017-12-20
1407364,lavington,1 BR,Private Room,21700,0.296,4.4,20,4,Bedford-Stuyvesant,2019-04-28
1408406,karen,2 BR,Entire Home,13300,0,4.3,11,5,Downtown Brooklyn,2019-01-01
1408914,lavington,2 BR,Entire Home,15800,0.055,4,0,4,Chelsea,
1409947,kileleshwa,3 BR,Entire Home,22500,0.526,4.2,11,4,SoHo,2017-06-18
1410197,muthaiga,1 BR,Entire Home,9800,0.496,5,64,5,East Harlem,2019-04-03
1411583,muthaiga,1 BR,Entire Home,9800,0.14,5,76,5,Washington Heights,2019-01-13
1411811,muthaiga,2 BR,Entire Home,17200,0.126,5,140,5,West Village,2019-06-10
1415738,south-b,1 BR,Private Room,11600,0.005,4.4,25,2,Park Slope,2018-08-22
1416631,muthaiga,1 BR,Entire Home,9000,0,4.1,1,5,West Village,2018-09-01
1420295,westlands,2 BR,Entire Home,16400,0.055,4,0,5,Williamsburg,
1420559,kilimani,1 BR,Entire Home,10900,0.888,4.1,4,4,Long Island City,2016-07-05
1421933,lavington,Studio,Private Room,7100,0,4.1,5,4,Chelsea,2016-07-25
1423112,kileleshwa,Studio,Private Room,3500,0.942,4.4,21,4,Prospect-Lefferts Gardens,2019-04-30
1423175,langata,1 BR,Entire Home,5800,0.559,4.3,18,2,Sunset Park,2017-09-30
1425801,westlands,Studio,Private Room,5700,0,4,0,5,Williamsburg,
1426004,lavington,Studio,Private Room,5700,0.814,4.7,41,4,Bedford-Stuyvesant,2019-06-11
1426529,lavington,Studio,Private Room,7500,0.962,5,172,4,East Village,2019-05-25
1427084,lavington,Studio,Private Room,5900,0.992,4.4,13,4,Bedford-Stuyvesant,2019-05-22
1427401,westlands,1 BR,Entire Home,5700,0.003,5,75,5,Astoria,2018-09-15
1427518,westlands,2 BR,Entire Home,13100,0,4,1,5,Williamsburg,2013-09-07
1428154,gigiri,Studio,Private Room,2400,0.121,4.1,5,5,Flatbush,2014-10-20
1428359,thika-road,2 BR,Entire Home,12100,0.416,5,62,1,South Slope,2019-05-12
1428371,westlands,Studio,Private Room,6100,0.507,4,0,5,Astoria,
1428648,parklands,Studio,Private Room,8300,0,4.1,7,3,Greenwich Village,2018-12-10
1428844,westlands,2 BR,Entire Home,14300,0.255,5,199,5,Williamsburg,2019-06-30
1430650,karen,Studio,Private Room,8100,0.329,5,123,5,Hell's Kitchen,2019-06-25
1431246,westlands,Studio,Private Room,8200,0.901,4.1,7,5,Inwood,2015-12-07
1433897,lavington,1 BR,Entire Home,11300,0,4.1,3,4,Bedford-Stuyvesant,2016-10-09
1434010,gigiri,2 BR,Entire Home,14000,0.334,5,34,5,Flatbush,2019-07-02
1436810,kilimani,1 BR,Entire Home,7800,0.756,4.4,23,4,Upper West Side,2019-04-20
1437044,muthaiga,3 BR,Entire Home,22100,0,4.1,4,5,West Village,2015-10-04
1438369,south-c,2 BR,Entire Home,11100,0.934,5,220,1,Lower East Side,2019-06-28
1438870,langata,Studio,Private Room,4700,0.825,4.8,40,2,Harlem,2019-06-13
1439162,lavington,1 BR,Entire Home,7800,0.436,5,208,4,Bedford-Stuyvesant,2019-06-25
1440363,langata,1 BR,Entire Home,9100,0.871,5,232,2,Harlem,2019-06-13
1442450,lavington,Studio,Private Room,5700,0,4,0,4,Bedford-Stuyvesant,
1442495,south-c,3 BR,Entire Home,20800,0.888,4.3,16,1,Crown Heights,2019-06-09
1444400,karen,Studio,Private Room,9200,0.805,5,196,5,Hell's Kitchen,2019-07-03
1444924,parklands,1 BR,Entire Home,7600,0.121,4.1,4,3,Carroll Gardens,2019-01-28
1445250,lavington,Studio,Private Room,4700,0.762,4.9,64,4,Bushwick,2019-06-01
1445977,lavington,2 BR,Entire Home,18300,0.359,4,2,4,East Village,2015-09-01
1446009,westlands,Studio,Private Room,11300,0.921,4,0,5,Williamsburg,
1446483,lavington,1 BR,Entire Home,11000,0.956,5,149,4,East Village,2019-06-16
1449263,lavington,2 BR,Entire Home,13200,0,4,1,4,Bedford-Stuyvesant,2016-05-04
1449546,gigiri,1 BR,Entire Home,8200,0.063,4.8,49,5,Flatbush,2017-01-02
1453049,lavington,1 BR,Entire Home,7500,0.732,4.4,21,4,Bushwick,2019-01-02
1455804,lavington,2 BR,Entire Home,13800,0,4,1,4,Morningside Heights,2017-10-28
1456142,muthaiga,2 BR,Entire Home,18000,0.992,4.2,13,5,West Village,2019-06-09
1456352,kilimani,2 BR,Entire Home,14000,0.422,5,132,4,Upper West Side,2018-05-01
1457505,south-c,1 BR,Entire Home,5900,0.978,5,67,1,Crown Heights,2018-11-12
1458987,muthaiga,Studio,Private Room,2900,0.986,5,76,5,Rego Park,2019-02-04
1460017,langata,1 BR,Entire Home,9400,0.241,4.1,6,2,Greenpoint,2018-09-11
1461721,muthaiga,Studio,Private Room,4500,0.005,5,167,5,East Harlem,2019-05-07
1461814,gigiri,Studio,Private Room,5700,0.814,4.7,34,5,Flatbush,2019-01-01
1461873,upperhill,Studio,Private Room,5100,0.488,4.3,11,3,Prospect Heights,2019-01-27
1461965,south-c,Studio,Private Room,4800,0.49,5,90,1,Crown Heights,2019-07-02
1462341,karen,3 BR,Entire Home,24600,0,4.4,23,5,Hell's Kitchen,2018-09-23
1465446,langata,2 BR,Entire Home,12700,0.321,5,152,2,Harlem,2019-07-04
1466081,gigiri,Studio,Private Room,4800,0.016,5,190,5,St. Albans,2019-06-16
1466534,gigiri,Studio,Private Room,4800,0.016,4.3,19,5,St. Albans,2016-06-29
1466552,langata,1 BR,Private Room,12300,0.068,4.6,33,2,Theater District,2019-04-10
1466688,westlands,1 BR,Entire Home,9800,0,4,1,5,Williamsburg,2015-05-17
1467106,lavington,2 BR,Entire Home,12200,0.332,5,227,4,Bedford-Stuyvesant,2019-06-14
1467238,westlands,2 BR,Entire Home,13500,0.485,5,80,5,Williamsburg,2017-07-19
1467392,langata,Studio,Private Room,4400,0.542,5,125,2,Harlem,2019-06-28
1467618,westlands,2 BR,Entire Home,15600,0,4.2,10,5,Williamsburg,2019-05-26
1469895,muthaiga,1 BR,Entire Home,12300,0,4.1,3,5,West Village,2018-01-01
1469955,kilimani,1 BR,Entire Home,11800,0.63,4.3,18,4,Upper West Side,2019-05-20
1470069,lavington,1 BR,Entire Home,9500,0.973,4.5,26,4,Bedford-Stuyvesant,2019-07-05
1471244,kilimani,1 BR,Private Room,27500,0,4.4,26,4,Long Island City,2016-12-13
1471952,gigiri,Studio,Private Room,4800,0.016,4.2,14,5,St. Albans,2016-10-22
1472002,langata,Studio,Private Room,7200,0.942,5,62,2,Theater District,2019-05-23
1472009,gigiri,Studio,Private Room,4800,0.016,4.5,32,5,St. Albans,2016-09-21
1474752,westlands,Studio,Private Room,9000,0.564,4.4,23,5,Williamsburg,2019-05-06
1474980,lavington,Studio,Private Room,5800,0.942,4.2,11,4,East Village,2019-06-29
1475084,muthaiga,2 BR,Entire Home,14700,0.299,5,201,5,Chinatown,2019-06-14
1475427,runda,Studio,Private Room,8400,0,4.2,8,5,Sunnyside,2018-01-02
1475631,lavington,Studio,Private Room,4900,0.074,5,95,4,Bushwick,2019-02-11
1475661,westlands,1 BR,Entire Home,11500,0,4.2,13,5,Astoria,2014-09-01
1476238,runda,3 BR,Entire Home,24600,0.732,4.4,6,5,Midtown,2018-11-07
1476484,south-c,3 BR,Entire Home,20800,0.759,4.4,26,1,Nolita,2017-09-30
1478315,ngong-road,1 BR,Entire Home,7900,0.959,4.2,11,3,Clinton Hill,2017-07-30
1478946,lavington,1 BR,Entire Home,7700,0.205,4.6,38,4,Chelsea,2019-05-15
1479113,south-c,Studio,Private Room,3400,0,5,90,1,Lower East Side,2019-01-01
1479283,lavington,1 BR,Entire Home,7600,0.425,4.8,45,4,Chelsea,2019-03-15
1479349,westlands,Studio,Private Room,6600,0,5,130,5,Williamsburg,2017-05-04
1479731,south-c,Studio,Private Room,6200,0.008,5,147,1,Crown Heights,2019-07-01
1480002,south-c,Studio,Private Room,8700,0.003,4,1,1,Lower East Side,2013-09-16
1481907,runda,3 BR,Entire Home,28300,0.493,5,78,5,Cypress Hills,2019-06-30
1483688,runda,1 BR,Entire Home,12300,0,4.4,17,5,Fort Greene,2016-09-24
1484031,langata,Studio,Private Room,7300,0.107,4.3,15,2,Harlem,2019-05-20
1484310,south-c,1 BR,Entire Home,8300,0,4.2,9,1,Lower East Side,2016-09-28
1486099,langata,1 BR,Entire Home,10800,0.06,4.2,9,2,Greenpoint,2018-02-18
1487222,south-c,1 BR,Entire Home,10100,0,4.3,18,1,Crown Heights,2018-11-25
1489426,kilimani,3 BR,Entire Home,30700,0,4.1,1,4,Financial District,2018-09-13
1490223,south-b,Studio,Private Room,4400,0.512,4.3,19,2,Port Morris,2019-01-02
1491991,south-b,2 BR,Entire Home,13800,0.542,4.3,17,2,Park Slope,2018-10-22
1492286,kileleshwa,Studio,Private Room,6300,0.244,4.9,51,4,SoHo,2019-04-26
1492856,lavington,Studio,Private Room,4300,0.085,5,162,4,Bedford-Stuyvesant,2019-06-19
1494527,westlands,3 BR,Entire Home,22500,0.093,5,195,5,Williamsburg,2019-06-30
1496319,westlands,2 BR,Entire Home,20500,0.255,5,87,5,Williamsburg,2019-06-27
1497024,langata,1 BR,Entire Home,7300,0.26,5,271,2,Harlem,2019-06-30
1499635,ngong-road,3 BR,Entire Home,45400,0,4.1,7,3,Murray Hill,2015-09-04
1503618,langata,Studio,Private Room,4800,0,4.1,4,2,Sunset Park,2019-05-12
1503670,south-b,Studio,Private Room,4700,0.088,4.9,58,2,Park Slope,2019-03-29
1506985,muthaiga,2 BR,Entire Home,18000,0.09,4.9,60,5,East Harlem,2019-06-19
1507845,langata,2 BR,Entire Home,11500,0.874,5,114,2,Upper East Side,2019-06-23
1511216,westlands,Studio,Private Room,5700,0.945,4.5,31,5,Williamsburg,2017-03-31
1511303,kileleshwa,Studio,Private Room,3900,0.189,5,84,4,Prospect-Lefferts Gardens,2019-06-16
1511534,lavington,Studio,Private Room,3700,0.847,4.4,21,4,Bushwick,2018-11-30
1512006,south-c,3 BR,Entire Home,20800,0.726,5,200,1,Lower East Side,2019-06-02
1514939,kileleshwa,1 BR,Entire Home,6200,0,4.4,19,4,Prospect-Lefferts Gardens,2019-02-18
1515026,runda,1 BR,Entire Home,9400,0,4.2,12,5,Fort Greene,2019-02-22
1515611,ngong-road,2 BR,Entire Home,17300,0.003,4.6,38,3,Clinton Hill,2019-06-25
1515659,lavington,1 BR,Entire Home,9100,0,4.1,3,4,Bedford-Stuyvesant,2014-04-02
1515692,parklands,3 BR,Entire Home,83200,0.003,4.3,17,3,Greenwich Village,2018-10-20
1516120,westlands,2 BR,Entire Home,13500,0.866,4.2,10,5,Williamsburg,2018-10-06
1517917,lavington,1 BR,Entire Home,5300,0,4.3,10,4,Bedford-Stuyvesant,2018-05-30
1519957,lavington,Studio,Private Room,5400,0.803,5,52,4,Bedford-Stuyvesant,2019-06-24
1519994,runda,Studio,Private Room,7000,0.638,4.1,1,5,Canarsie,2019-01-04
1520806,lavington,2 BR,Entire Home,13400,0.427,5,134,4,Bedford-Stuyvesant,2019-06-20
1521318,south-b,Studio,Private Room,6900,0.764,4.8,46,2,Midwood,2019-07-01
1521335,lavington,Studio,Private Room,3500,0,4,2,4,Bedford-Stuyvesant,2016-07-09
1523556,westlands,1 BR,Private Room,14600,0,4.1,2,5,Williamsburg,2016-09-04
1524017,lavington,1 BR,Entire Home,11000,0.101,5,50,4,Chelsea,2019-06-13
1524302,langata,1 BR,Entire Home,10800,0.23,4.1,7,2,Greenpoint,2018-10-31
1524562,lavington,1 BR,Entire Home,7000,0.389,5,86,4,Bedford-Stuyvesant,2019-05-26
1524711,westlands,1 BR,Entire Home,8800,0,4.1,3,5,Astoria,2015-12-01
1524895,muthaiga,1 BR,Entire Home,11300,0.964,4.3,14,5,Washington Heights,2019-04-24
1525602,south-c,1 BR,Entire Home,8000,0.893,5,121,1,Crown Heights,2019-05-31
1526741,muthaiga,Studio,Private Room,5700,0.718,5,136,5,East Harlem,2019-04-04
1530386,muthaiga,3 BR,Entire Home,22000,0.148,5,68,5,West Village,2019-06-20
1530660,westlands,2 BR,Entire Home,13100,0.31,4.2,13,5,Williamsburg,2014-01-05
1530919,kileleshwa,1 BR,Entire Home,11800,0.433,4,2,4,SoHo,2015-03-18
1533652,kilimani,1 BR,Entire Home,9500,0.586,5,76,4,Upper West Side,2019-06-30
1533807,gigiri,1 BR,Entire Home,7800,0.945,4.5,22,5,Flatbush,2019-06-21
1534212,kilimani,1 BR,Entire Home,7800,0,5,66,4,Sheepshead Bay,2019-05-27
1534782,upperhill,Studio,Private Room,3000,0.822,5,73,3,Prospect Heights,2019-05-13
1535607,lavington,Studio,Private Room,7000,0.658,4.4,23,4,East Village,2019-05-05
1538077,langata,Studio,Private Room,3600,0.57,4.2,11,2,Greenpoint,2014-02-03
1542279,lavington,Studio,Private Room,4300,0.06,5,126,4,Bedford-Stuyvesant,2019-06-19
1546518,thika-road,2 BR,Entire Home,15600,0.296,5,229,1,South Slope,2019-06-24
1546678,south-c,1 BR,Entire Home,8300,0,4.1,2,1,Ditmars Steinway,2018-09-12
1546945,kileleshwa,Studio,Private Room,4600,0,5,116,4,Flushing,2017-09-06
1549413,langata,1 BR,Entire Home,9800,0.068,5,177,2,Harlem,2019-06-06
1551044,south-c,2 BR,Entire Home,12100,0.249,5,105,1,Lower East Side,2019-06-19
1552242,kilimani,2 BR,Entire Home,19700,0.77,5,184,4,Long Island City,2019-06-26
1555919,lavington,2 BR,Entire Home,12300,0.992,4.5,31,4,East Village,2019-05-16
1559435,lavington,1 BR,Entire Home,5900,0,4.7,36,4,Bedford-Stuyvesant,2019-06-25
1559912,lavington,1 BR,Entire Home,6200,0,4.2,9,4,Morningside Heights,2016-10-12
1560339,kilimani,1 BR,Entire Home,8200,0.625,4.5,27,4,Upper West Side,2019-05-31
1560408,westlands,3 BR,Entire Home,22900,0.016,5,124,5,Williamsburg,2019-06-23
1564553,south-c,Studio,Private Room,5600,0.907,5,131,1,Nolita,2019-06-07
1566326,westlands,1 BR,Entire Home,11100,0,4.9,50,5,Williamsburg,2018-07-08
1567225,kilimani,3 BR,Entire Home,43300,0.449,4.3,17,4,Upper West Side,2019-04-29
1569396,gigiri,2 BR,Entire Home,15600,0.044,5,95,5,Flatbush,2019-06-29
1570204,lavington,2 BR,Entire Home,15700,0.011,4.5,29,4,East Village,2019-06-30
1571455,kilimani,Studio,Private Room,5900,0,4.5,25,4,Woodside,2018-10-28
1572815,lavington,Studio,Private Room,7900,0.238,5,212,4,East Village,2019-06-23
1573068,kilimani,1 BR,Entire Home,9800,0.008,4.3,15,4,Upper West Side,2016-05-24
1576883,lavington,Studio,Private Room,5900,0,4.2,12,4,Bushwick,2018-07-01
1578103,langata,Studio,Private Room,7200,0.934,5,30,2,Harlem,2019-06-29
1578721,langata,Studio,Private Room,2500,0.734,4.1,5,2,Greenpoint,2014-04-23
1578776,kilimani,Studio,Private Room,4000,0.011,5,165,4,Long Island City,2019-06-23
1581579,south-c,2 BR,Entire Home,13100,0.145,5,260,1,Ditmars Steinway,2019-07-07
1582540,karen,1 BR,Entire Home,7400,0,4,2,5,NoHo,2015-12-23
1583111,south-c,3 BR,Entire Home,19400,0,4.2,9,1,Crown Heights,2018-12-31
1583335,muthaiga,3 BR,Entire Home,28700,0.964,4.2,9,5,West Village,2018-06-11
1583653,muthaiga,Studio,Private Room,10200,0.014,4.9,59,5,East Harlem,2019-06-16
1584060,south-b,Studio,Private Room,6200,0.778,4.7,38,2,Midwood,2019-05-14
1586454,thika-road,Studio,Private Room,3300,0.186,4.6,33,1,Maspeth,2019-04-21
1586576,thika-road,Studio,Private Room,3900,0.151,4.2,14,1,Maspeth,2017-04-15
1586641,gigiri,Studio,Private Room,6900,0.008,5,68,5,Flatbush,2019-05-27
1586773,langata,2 BR,Entire Home,11200,0.534,5,123,2,Harlem,2019-06-24
1586935,gigiri,2 BR,Entire Home,20500,0,4,0,5,Gramercy,
1588221,muthaiga,3 BR,Entire Home,24600,0.238,4.5,31,5,Chinatown,2019-06-23
1589248,westlands,1 BR,Entire Home,11500,0,4,1,5,Williamsburg,2015-07-16
1589715,langata,Studio,Private Room,8700,0.329,4.3,19,2,Upper East Side,2019-04-19
1591811,westlands,1 BR,Entire Home,8100,0.756,5,198,5,Williamsburg,2019-06-17
1593444,parklands,2 BR,Entire Home,18200,0.567,4.3,19,3,Greenwich Village,2019-05-23
1596314,muthaiga,1 BR,Entire Home,5900,0.8,4.5,27,5,Washington Heights,2019-05-25
1598012,westlands,Studio,Private Room,3700,0,5,68,5,Astoria,2019-01-01
1598328,muthaiga,Studio,Private Room,8200,0.786,4.9,48,5,West Village,2019-01-02
1598785,runda,2 BR,Entire Home,14300,0.181,5,116,5,Midtown,2019-05-27
1598863,lavington,2 BR,Entire Home,15800,0,4.2,10,4,East Village,2019-04-26
1600917,gigiri,Studio,Private Room,4800,0.016,4.1,8,5,St. Albans,2017-05-11
1601955,kilimani,3 BR,Entire Home,33100,0.195,5,285,4,Financial District,2019-07-02
1604488,westlands,Studio,Private Room,9800,0.899,5,142,5,Williamsburg,2019-07-07
1604489,lavington,3 BR,Entire Home,23200,0.356,4.1,3,4,Chelsea,2016-09-19
1606312,westlands,2 BR,Entire Home,16400,0.162,4.2,12,5,Williamsburg,2014-07-21
1608220,lavington,Studio,Private Room,3800,0,4.9,61,4,Bushwick,2019-02-15
1609672,karen,1 BR,Entire Home,8100,0.501,4.9,55,5,Hell's Kitchen,2019-06-30
1613110,langata,1 BR,Entire Home,9400,0.058,4.1,8,2,Greenpoint,2019-01-30
1614817,lavington,2 BR,Entire Home,12600,0,4.8,44,4,East Village,2018-01-01
1614869,south-b,1 BR,Entire Home,10300,0.586,4.7,41,2,Park Slope,2019-06-18
1614964,westlands,Studio,Private Room,9800,0,4.2,12,5,Astoria,2019-05-21
1615764,upperhill,3 BR,Entire Home,30300,0.008,4,0,3,Battery Park City,
1616540,ngong-road,1 BR,Entire Home,9800,0.501,4.5,26,3,Clinton Hill,2018-03-07
1617443,langata,Studio,Private Room,6200,0.57,4.7,38,2,Harlem,2019-05-27
1617488,lavington,3 BR,Entire Home,47300,0.756,4.8,48,4,Bedford-Stuyvesant,2015-10-11
1619695,langata,Studio,Private Room,5000,0.699,5,152,2,Harlem,2019-06-29
1620225,westlands,1 BR,Entire Home,12300,0,4,1,5,Williamsburg,2016-07-18
1621235,lavington,Studio,Private Room,6900,0.967,5,4,4,Bedford-Stuyvesant,2019-06-30
1623431,runda,1 BR,Private Room,20400,0.762,4,1,5,Midtown,2015-09-30
1624665,westlands,Studio,Private Room,5300,0.685,5,142,5,Williamsburg,2019-06-26
1628156,runda,2 BR,Entire Home,14300,0.132,5,158,5,Canarsie,2019-07-07
1628564,muthaiga,Studio,Private Room,6500,0.997,5,112,5,Washington Heights,2019-07-02
1630572,kileleshwa,1 BR,Private Room,15300,0.068,5,141,4,SoHo,2019-06-21
1631845,south-c,1 BR,Entire Home,10400,0.975,4.3,19,1,Lower East Side,2019-06-16
1633313,westlands,2 BR,Entire Home,19700,0,4.1,1,5,Williamsburg,2018-12-26
1633420,langata,Studio,Private Room,5800,0.153,5,73,2,Harlem,2019-05-24
1633924,lavington,1 BR,Entire Home,9500,0.222,5,72,4,Bedford-Stuyvesant,2019-06-15
1635088,langata,2 BR,Entire Home,11200,0,4.2,13,2,Upper East Side,2019-06-07
1635672,muthaiga,1 BR,Entire Home,12300,0,4.7,40,5,West Village,2017-11-25
1640995,langata,1 BR,Entire Home,10200,0.805,4.7,36,2,Upper East Side,2019-06-06
1644133,muthaiga,1 BR,Entire Home,7400,0.011,4.1,5,5,East Flatbush,2019-05-03
1644146,parklands,1 BR,Entire Home,11300,0.315,5,94,3,Carroll Gardens,2019-07-01
1645181,lavington,1 BR,Entire Home,10600,0.03,5,127,4,Bedford-Stuyvesant,2019-06-23
1645196,south-b,1 BR,Entire Home,10200,0.915,5,45,2,Park Slope,2019-05-27
1645667,lavington,1 BR,Entire Home,10200,0,5,220,4,Bedford-Stuyvesant,2019-06-23
1645772,langata,Studio,Private Room,10900,0.384,5,121,2,Upper East Side,2019-06-29
1645915,thika-road,1 BR,Entire Home,8000,0.553,5,185,1,South Slope,2019-06-05
1646432,lavington,1 BR,Entire Home,10200,0.29,5,229,4,Bedford-Stuyvesant,2019-06-29
1646838,parklands,3 BR,Entire Home,28800,0,4.5,29,3,Greenwich Village,2019-04-29
1646910,westlands,1 BR,Entire Home,9400,0,4,1,5,Williamsburg,2014-08-10
1649957,lavington,1 BR,Entire Home,9800,0.005,4.4,21,4,Morningside Heights,2019-05-07
1650470,lavington,Studio,Private Room,5100,0.537,4,1,4,Bushwick,2015-06-01
1651595,westlands,1 BR,Entire Home,9000,0.008,4.2,11,5,Jackson Heights,2019-06-01
1652236,lavington,Studio,Private Room,2400,0.849,4.7,41,4,Bedford-Stuyvesant,2019-07-03
1652996,lavington,1 BR,Entire Home,10600,0.241,5,173,4,Bedford-Stuyvesant,2019-06-23
1654551,muthaiga,2 BR,Entire Home,16400,0,4.3,20,5,West Village,2016-10-01
1654561,lavington,1 BR,Private Room,16700,0.701,4.2,1,4,Bedford-Stuyvesant,2019-04-09
