date,neighborhood,occupancy,booking_count
2015-12-18,south-c,0.473,32
2015-12-18,ngong-road,0.403,37
2015-12-18,thika-road,0.443,32
2015-12-19,westlands,0.608,54
2015-12-19,kilimani,0.502,51
2015-12-19,karen,0.517,54
2015-12-19,lavington,0.85,51
2015-12-19,langata,0.657,44
2015-12-19,gigiri,0.434,54
2015-12-19,parklands,0.453,48
2015-12-19,upperhill,0.408,48
2015-12-19,kileleshwa,0.502,51
2015-12-19,runda,0.464,54
2015-12-19,muthaiga,0.597,54
2015-12-19,south-b,0.435,44
2015-12-19,south-c,0.512,41
2015-12-19,ngong-road,0.423,48
2015-12-19,thika-road,0.46,41
2015-12-20,westlands,0.476,28
2015-12-20,kilimani,0.412,26
2015-12-20,karen,0.446,28
2015-12-20,lavington,0.606,26
2015-12-20,langata,0.504,23
2015-12-20,gigiri,0.39,28
2015-12-20,parklands,0.405,25
2015-12-20,upperhill,0.375,25
2015-12-20,kileleshwa,0.443,26
2015-12-20,runda,0.397,28
2015-12-20,muthaiga,0.48,28
2015-12-20,south-b,0.399,23
2015-12-20,south-c,0.428,21
2015-12-20,ngong-road,0.379,25
2015-12-20,thika-road,0.422,21
2015-12-21,westlands,0.437,38
2015-12-21,kilimani,0.357,36
2015-12-21,karen,0.384,38
2015-12-21,lavington,0.61,36
2015-12-21,langata,0.473,31
2015-12-21,gigiri,0.317,38
2015-12-21,parklands,0.333,33
2015-12-21,upperhill,0.298,33
2015-12-21,kileleshwa,0.376,36
2015-12-21,runda,0.333,38
2015-12-21,muthaiga,0.435,38
2015-12-21,south-b,0.323,31
2015-12-21,south-c,0.37,29
2015-12-21,ngong-road,0.306,33
2015-12-21,thika-road,0.347,29
2015-12-22,westlands,0.523,55
2015-12-22,kilimani,0.416,52
2015-12-22,karen,0.43,55
2015-12-22,lavington,0.769,52
2015-12-22,langata,0.572,45
2015-12-22,gigiri,0.345,55
2015-12-22,parklands,0.365,48
2015-12-22,upperhill,0.32,48
2015-12-22,kileleshwa,0.415,52
2015-12-22,runda,0.377,55
2015-12-22,muthaiga,0.511,55
2015-12-22,south-b,0.347,45
2015-12-22,south-c,0.425,42
2015-12-22,ngong-road,0.335,48
2015-12-22,thika-road,0.372,42
2015-12-23,westlands,0.518,54
2015-12-23,kilimani,0.412,51
2015-12-23,karen,0.427,54
2015-12-23,lavington,0.76,51
2015-12-23,langata,0.567,44
2015-12-23,gigiri,0.344,54
2015-12-23,parklands,0.363,48
2015-12-23,upperhill,0.318,48
2015-12-23,kileleshwa,0.412,51
2015-12-23,runda,0.374,54
2015-12-23,muthaiga,0.507,54
2015-12-23,south-b,0.345,44
2015-12-23,south-c,0.422,41
2015-12-23,ngong-road,0.333,48
2015-12-23,thika-road,0.37,41
2015-12-24,westlands,0.594,69
2015-12-24,kilimani,0.464,65
2015-12-24,karen,0.468,69
2015-12-24,lavington,0.901,65
2015-12-24,langata,0.654,57
2015-12-24,gigiri,0.369,69
2015-12-24,parklands,0.39,61
2015-12-24,upperhill,0.338,61
2015-12-24,kileleshwa,0.446,65
2015-12-24,runda,0.413,69
2015-12-24,muthaiga,0.574,69
2015-12-24,south-b,0.366,57
2015-12-24,south-c,0.47,52
2015-12-24,ngong-road,0.358,61
2015-12-24,thika-road,0.392,52
2015-12-25,westlands,0.537,40
2015-12-25,kilimani,0.454,38
2015-12-25,karen,0.479,40
2015-12-25,lavington,0.719,38
2015-12-25,langata,0.575,33
2015-12-25,gigiri,0.41,40
2015-12-25,parklands,0.427,35
2015-12-25,upperhill,0.39,35
2015-12-25,kileleshwa,0.471,38
2015-12-25,runda,0.428,40
2015-12-25,muthaiga,0.534,40
2015-12-25,south-b,0.416,33
2015-12-25,south-c,0.467,30
2015-12-25,ngong-road,0.399,35
2015-12-25,thika-road,0.44,30
2015-12-26,westlands,0.76,84
2015-12-26,kilimani,0.606,79
2015-12-26,karen,0.599,84
2015-12-26,lavington,0.98,79
2015-12-26,langata,0.832,69
2015-12-26,gigiri,0.485,84
2015-12-26,parklands,0.507,74
2015-12-26,upperhill,0.447,74
2015-12-26,kileleshwa,0.57,79
2015-12-26,runda,0.542,84
2015-12-26,muthaiga,0.731,84
2015-12-26,south-b,0.477,69
2015-12-26,south-c,0.608,64
2015-12-26,ngong-road,0.474,74
2015-12-26,thika-road,0.504,64
2015-12-27,westlands,0.755,83
2015-12-27,kilimani,0.603,78
2015-12-27,karen,0.596,83
2015-12-27,lavington,0.98,78
2015-12-27,langata,0.826,68
2015-12-27,gigiri,0.483,83
2015-12-27,parklands,0.506,73
2015-12-27,upperhill,0.445,73
2015-12-27,kileleshwa,0.568,78
2015-12-27,runda,0.54,83
2015-12-27,muthaiga,0.726,83
2015-12-27,south-b,0.476,68
2015-12-27,south-c,0.605,63
2015-12-27,ngong-road,0.472,73
2015-12-27,thika-road,0.503,63
2015-12-28,westlands,0.619,74
2015-12-28,kilimani,0.481,70
2015-12-28,karen,0.482,74
2015-12-28,lavington,0.947,70
2015-12-28,langata,0.684,61
2015-12-28,gigiri,0.378,74
2015-12-28,parklands,0.399,65
2015-12-28,upperhill,0.344,65
2015-12-28,kileleshwa,0.458,70
2015-12-28,runda,0.426,74
2015-12-28,muthaiga,0.596,74
2015-12-28,south-b,0.373,61
2015-12-28,south-c,0.486,56
2015-12-28,ngong-road,0.367,65
2015-12-28,thika-road,0.4,56
2015-12-29,westlands,0.756,101
2015-12-29,kilimani,0.575,95
2015-12-29,karen,0.555,101
2015-12-29,lavington,0.98,95
2015-12-29,langata,0.842,83
2015-12-29,gigiri,0.424,101
2015-12-29,parklands,0.448,89
2015-12-29,upperhill,0.378,89
2015-12-29,kileleshwa,0.519,95
2015-12-29,runda,0.496,101
2015-12-29,muthaiga,0.717,101
2015-12-29,south-b,0.411,83
2015-12-29,south-c,0.573,77
2015-12-29,ngong-road,0.413,89
2015-12-29,thika-road,0.439,77
2015-12-30,westlands,0.98,171
2015-12-30,kilimani,0.817,161
2015-12-30,karen,0.746,171
2015-12-30,lavington,0.98,161
2015-12-30,langata,0.98,140
2015-12-30,gigiri,0.542,171
2015-12-30,parklands,0.576,150
2015-12-30,upperhill,0.468,150
2015-12-30,kileleshwa,0.678,161
2015-12-30,runda,0.678,171
2015-12-30,muthaiga,0.98,171
2015-12-30,south-b,0.508,140
2015-12-30,south-c,0.798,130
2015-12-30,ngong-road,0.532,150
2015-12-30,thika-road,0.542,130
2015-12-31,westlands,0.68,86
2015-12-31,kilimani,0.523,81
2015-12-31,karen,0.515,86
2015-12-31,lavington,0.98,81
2015-12-31,langata,0.754,71
2015-12-31,gigiri,0.398,86
2015-12-31,parklands,0.421,76
2015-12-31,upperhill,0.359,76
2015-12-31,kileleshwa,0.485,81
2015-12-31,runda,0.457,86
2015-12-31,muthaiga,0.65,86
2015-12-31,south-b,0.39,71
2015-12-31,south-c,0.525,65
2015-12-31,ngong-road,0.387,76
2015-12-31,thika-road,0.417,65
2016-01-01,westlands,0.501,33
2016-01-01,kilimani,0.43,31
2016-01-01,karen,0.46,33
2016-01-01,lavington,0.653,31
2016-01-01,langata,0.534,27
2016-01-01,gigiri,0.398,33
2016-01-01,parklands,0.414,29
2016-01-01,upperhill,0.382,29
2016-01-01,kileleshwa,0.455,31
2016-01-01,runda,0.41,33
2016-01-01,muthaiga,0.503,33
2016-01-01,south-b,0.406,27
2016-01-01,south-c,0.444,25
2016-01-01,ngong-road,0.387,29
2016-01-01,thika-road,0.43,25
2016-01-02,westlands,0.937,119
2016-01-02,kilimani,0.727,112
2016-01-02,karen,0.695,119
2016-01-02,lavington,0.98,112
2016-01-02,langata,0.98,98
2016-01-02,gigiri,0.544,119
2016-01-02,parklands,0.571,105
2016-01-02,upperhill,0.491,105
2016-01-02,kileleshwa,0.65,112
2016-01-02,runda,0.633,119
2016-01-02,muthaiga,0.887,119
2016-01-02,south-b,0.526,98
2016-01-02,south-c,0.721,90
2016-01-02,ngong-road,0.533,105
2016-01-02,thika-road,0.556,90
2016-01-03,westlands,0.557,44
2016-01-03,kilimani,0.468,41
2016-01-03,karen,0.49,44
2016-01-03,lavington,0.756,41
2016-01-03,langata,0.598,36
2016-01-03,gigiri,0.417,44
2016-01-03,parklands,0.434,39
2016-01-03,upperhill,0.396,39
2016-01-03,kileleshwa,0.48,41
2016-01-03,runda,0.438,44
2016-01-03,muthaiga,0.552,44
2016-01-03,south-b,0.421,36
2016-01-03,south-c,0.48,33
2016-01-03,ngong-road,0.406,39
2016-01-03,thika-road,0.446,33
2016-01-04,westlands,0.579,66
2016-01-04,kilimani,0.454,62
2016-01-04,karen,0.46,66
2016-01-04,lavington,0.872,62
2016-01-04,langata,0.637,54
2016-01-04,gigiri,0.364,66
2016-01-04,parklands,0.385,58
2016-01-04,upperhill,0.334,58
2016-01-04,kileleshwa,0.44,62
2016-01-04,runda,0.405,66
2016-01-04,muthaiga,0.56,66
2016-01-04,south-b,0.362,54
2016-01-04,south-c,0.46,50
2016-01-04,ngong-road,0.353,58
2016-01-04,thika-road,0.388,50
2016-01-05,westlands,0.437,38
2016-01-05,kilimani,0.357,36
2016-01-05,karen,0.384,38
2016-01-05,lavington,0.61,36
2016-01-05,langata,0.473,31
2016-01-05,gigiri,0.317,38
2016-01-05,parklands,0.333,33
2016-01-05,upperhill,0.298,33
2016-01-05,kileleshwa,0.376,36
2016-01-05,runda,0.333,38
2016-01-05,muthaiga,0.435,38
2016-01-05,south-b,0.323,31
2016-01-05,south-c,0.37,29
2016-01-05,ngong-road,0.306,33
2016-01-05,thika-road,0.347,29
2016-01-06,westlands,0.467,44
2016-01-06,kilimani,0.378,41
2016-01-06,karen,0.4,44
2016-01-06,lavington,0.666,41
2016-01-06,langata,0.508,36
2016-01-06,gigiri,0.327,44
2016-01-06,parklands,0.344,39
2016-01-06,upperhill,0.306,39
2016-01-06,kileleshwa,0.39,41
2016-01-06,runda,0.348,44
2016-01-06,muthaiga,0.462,44
2016-01-06,south-b,0.331,36
2016-01-06,south-c,0.39,33
2016-01-06,ngong-road,0.316,39
2016-01-06,thika-road,0.356,33
2016-01-07,westlands,0.452,41
2016-01-07,kilimani,0.367,39
2016-01-07,karen,0.392,41
2016-01-07,lavington,0.638,39
2016-01-07,langata,0.49,34
2016-01-07,gigiri,0.322,41
2016-01-07,parklands,0.339,36
2016-01-07,upperhill,0.302,36
2016-01-07,kileleshwa,0.383,39
2016-01-07,runda,0.341,41
2016-01-07,muthaiga,0.449,41
2016-01-07,south-b,0.327,34
2016-01-07,south-c,0.38,31
2016-01-07,ngong-road,0.311,36
2016-01-07,thika-road,0.351,31
2016-01-08,westlands,0.572,47
2016-01-08,kilimani,0.478,44
2016-01-08,karen,0.498,47
2016-01-08,lavington,0.784,44
2016-01-08,langata,0.616,39
2016-01-08,gigiri,0.422,47
2016-01-08,parklands,0.44,41
2016-01-08,upperhill,0.399,41
2016-01-08,kileleshwa,0.486,44
2016-01-08,runda,0.446,47
2016-01-08,muthaiga,0.565,47
2016-01-08,south-b,0.426,39
2016-01-08,south-c,0.489,36
2016-01-08,ngong-road,0.411,41
2016-01-08,thika-road,0.45,36
2016-01-09,westlands,0.547,42
2016-01-09,kilimani,0.461,39
2016-01-09,karen,0.485,42
2016-01-09,lavington,0.737,39
2016-01-09,langata,0.586,34
2016-01-09,gigiri,0.413,42
2016-01-09,parklands,0.431,37
2016-01-09,upperhill,0.393,37
2016-01-09,kileleshwa,0.475,39
2016-01-09,runda,0.433,42
2016-01-09,muthaiga,0.543,42
2016-01-09,south-b,0.419,34
2016-01-09,south-c,0.473,32
2016-01-09,ngong-road,0.403,37
2016-01-09,thika-road,0.443,32
2016-01-10,westlands,0.532,39
2016-01-10,kilimani,0.45,37
2016-01-10,karen,0.476,39
2016-01-10,lavington,0.709,37
2016-01-10,langata,0.569,32
2016-01-10,gigiri,0.408,39
2016-01-10,parklands,0.425,34
2016-01-10,upperhill,0.389,34
2016-01-10,kileleshwa,0.468,37
2016-01-10,runda,0.425,39
2016-01-10,muthaiga,0.53,39
2016-01-10,south-b,0.414,32
2016-01-10,south-c,0.463,30
2016-01-10,ngong-road,0.397,34
2016-01-10,thika-road,0.439,30
2016-01-11,westlands,0.442,39
2016-01-11,kilimani,0.36,37
2016-01-11,karen,0.386,39
2016-01-11,lavington,0.619,37
2016-01-11,langata,0.479,32
2016-01-11,gigiri,0.318,39
2016-01-11,parklands,0.335,34
2016-01-11,upperhill,0.299,34
2016-01-11,kileleshwa,0.378,37
2016-01-11,runda,0.335,39
2016-01-11,muthaiga,0.44,39
2016-01-11,south-b,0.324,32
2016-01-11,south-c,0.373,30
2016-01-11,ngong-road,0.307,34
2016-01-11,thika-road,0.349,30
2016-01-12,westlands,0.518,54
2016-01-12,kilimani,0.412,51
2016-01-12,karen,0.427,54
2016-01-12,lavington,0.76,51
2016-01-12,langata,0.567,44
2016-01-12,gigiri,0.344,54
2016-01-12,parklands,0.363,48
2016-01-12,upperhill,0.318,48
2016-01-12,kileleshwa,0.412,51
2016-01-12,runda,0.374,54
2016-01-12,muthaiga,0.507,54
2016-01-12,south-b,0.345,44
2016-01-12,south-c,0.422,41
2016-01-12,ngong-road,0.333,48
2016-01-12,thika-road,0.37,41
2016-01-13,westlands,0.452,41
2016-01-13,kilimani,0.367,39
2016-01-13,karen,0.392,41
2016-01-13,lavington,0.638,39
2016-01-13,langata,0.49,34
2016-01-13,gigiri,0.322,41
2016-01-13,parklands,0.339,36
2016-01-13,upperhill,0.302,36
2016-01-13,kileleshwa,0.383,39
2016-01-13,runda,0.341,41
2016-01-13,muthaiga,0.449,41
2016-01-13,south-b,0.327,34
2016-01-13,south-c,0.38,31
2016-01-13,ngong-road,0.311,36
2016-01-13,thika-road,0.351,31
2016-01-14,westlands,0.639,78
2016-01-14,kilimani,0.495,73
2016-01-14,karen,0.493,78
2016-01-14,lavington,0.98,73
2016-01-14,langata,0.707,64
2016-01-14,gigiri,0.384,78
2016-01-14,parklands,0.406,69
2016-01-14,upperhill,0.349,69
2016-01-14,kileleshwa,0.467,73
2016-01-14,runda,0.437,78
2016-01-14,muthaiga,0.614,78
2016-01-14,south-b,0.379,64
2016-01-14,south-c,0.499,59
2016-01-14,ngong-road,0.374,69
2016-01-14,thika-road,0.406,59
2016-01-15,westlands,0.669,66
2016-01-15,kilimani,0.544,62
2016-01-15,karen,0.55,66
2016-01-15,lavington,0.962,62
2016-01-15,langata,0.727,54
2016-01-15,gigiri,0.454,66
2016-01-15,parklands,0.475,58
2016-01-15,upperhill,0.424,58
2016-01-15,kileleshwa,0.53,62
2016-01-15,runda,0.495,66
2016-01-15,muthaiga,0.65,66
2016-01-15,south-b,0.452,54
2016-01-15,south-c,0.55,50
2016-01-15,ngong-road,0.443,58
2016-01-15,thika-road,0.478,50
2016-01-16,westlands,0.603,53
2016-01-16,kilimani,0.499,50
2016-01-16,karen,0.515,53
2016-01-16,lavington,0.84,50
2016-01-16,langata,0.651,43
2016-01-16,gigiri,0.432,53
2016-01-16,parklands,0.451,47
2016-01-16,upperhill,0.407,47
2016-01-16,kileleshwa,0.5,50
2016-01-16,runda,0.462,53
2016-01-16,muthaiga,0.592,53
2016-01-16,south-b,0.434,43
2016-01-16,south-c,0.508,40
2016-01-16,ngong-road,0.421,47
2016-01-16,thika-road,0.459,40
2016-01-17,westlands,0.491,31
2016-01-17,kilimani,0.423,29
2016-01-17,karen,0.455,31
2016-01-17,lavington,0.634,29
2016-01-17,langata,0.522,25
2016-01-17,gigiri,0.395,31
2016-01-17,parklands,0.411,27
2016-01-17,upperhill,0.379,27
2016-01-17,kileleshwa,0.45,29
2016-01-17,runda,0.405,31
2016-01-17,muthaiga,0.494,31
2016-01-17,south-b,0.403,25
2016-01-17,south-c,0.438,24
2016-01-17,ngong-road,0.384,27
2016-01-17,thika-road,0.427,24
2016-01-18,westlands,0.492,49
2016-01-18,kilimani,0.395,46
2016-01-18,karen,0.414,49
2016-01-18,lavington,0.713,46
2016-01-18,langata,0.537,40
2016-01-18,gigiri,0.335,49
2016-01-18,parklands,0.354,43
2016-01-18,upperhill,0.312,43
2016-01-18,kileleshwa,0.401,46
2016-01-18,runda,0.361,49
2016-01-18,muthaiga,0.484,49
2016-01-18,south-b,0.338,40
2016-01-18,south-c,0.406,37
2016-01-18,ngong-road,0.324,43
2016-01-18,thika-road,0.363,37
2016-01-19,westlands,0.797,109
2016-01-19,kilimani,0.603,102
2016-01-19,karen,0.577,109
2016-01-19,lavington,0.98,102
2016-01-19,langata,0.888,89
2016-01-19,gigiri,0.437,109
2016-01-19,parklands,0.463,96
2016-01-19,upperhill,0.389,96
2016-01-19,kileleshwa,0.537,102
2016-01-19,runda,0.517,109
2016-01-19,muthaiga,0.753,109
2016-01-19,south-b,0.422,89
2016-01-19,south-c,0.599,83
2016-01-19,ngong-road,0.426,96
2016-01-19,thika-road,0.451,83
2016-01-20,westlands,0.528,56
2016-01-20,kilimani,0.419,53
2016-01-20,karen,0.433,56
2016-01-20,lavington,0.779,53
2016-01-20,langata,0.578,46
2016-01-20,gigiri,0.347,56
2016-01-20,parklands,0.366,49
2016-01-20,upperhill,0.321,49
2016-01-20,kileleshwa,0.417,53
2016-01-20,runda,0.38,56
2016-01-20,muthaiga,0.516,56
2016-01-20,south-b,0.348,46
2016-01-20,south-c,0.428,43
2016-01-20,ngong-road,0.336,49
2016-01-20,thika-road,0.373,43
2016-01-21,westlands,0.523,55
2016-01-21,kilimani,0.416,52
2016-01-21,karen,0.43,55
2016-01-21,lavington,0.769,52
2016-01-21,langata,0.572,45
2016-01-21,gigiri,0.345,55
2016-01-21,parklands,0.365,48
2016-01-21,upperhill,0.32,48
2016-01-21,kileleshwa,0.415,52
2016-01-21,runda,0.377,55
2016-01-21,muthaiga,0.511,55
2016-01-21,south-b,0.347,45
2016-01-21,south-c,0.425,42
2016-01-21,ngong-road,0.335,48
2016-01-21,thika-road,0.372,42
2016-01-22,westlands,0.582,49
2016-01-22,kilimani,0.485,46
2016-01-22,karen,0.504,49
2016-01-22,lavington,0.803,46
2016-01-22,langata,0.627,40
2016-01-22,gigiri,0.425,49
2016-01-22,parklands,0.444,43
2016-01-22,upperhill,0.402,43
2016-01-22,kileleshwa,0.491,46
2016-01-22,runda,0.451,49
2016-01-22,muthaiga,0.574,49
2016-01-22,south-b,0.428,40
2016-01-22,south-c,0.496,37
2016-01-22,ngong-road,0.414,43
2016-01-22,thika-road,0.453,37
2016-01-23,westlands,0.648,62
2016-01-23,kilimani,0.53,58
2016-01-23,karen,0.539,62
2016-01-23,lavington,0.925,58
2016-01-23,langata,0.703,51
2016-01-23,gigiri,0.447,62
2016-01-23,parklands,0.467,55
2016-01-23,upperhill,0.419,55
2016-01-23,kileleshwa,0.52,58
2016-01-23,runda,0.485,62
2016-01-23,muthaiga,0.632,62
2016-01-23,south-b,0.446,51
2016-01-23,south-c,0.537,47
2016-01-23,ngong-road,0.437,55
2016-01-23,thika-road,0.472,47
2016-01-24,westlands,0.491,31
2016-01-24,kilimani,0.423,29
2016-01-24,karen,0.455,31
2016-01-24,lavington,0.634,29
2016-01-24,langata,0.522,25
2016-01-24,gigiri,0.395,31
2016-01-24,parklands,0.411,27
2016-01-24,upperhill,0.379,27
2016-01-24,kileleshwa,0.45,29
2016-01-24,runda,0.405,31
2016-01-24,muthaiga,0.494,31
2016-01-24,south-b,0.403,25
2016-01-24,south-c,0.438,24
2016-01-24,ngong-road,0.384,27
2016-01-24,thika-road,0.427,24
2016-01-25,westlands,0.568,64
2016-01-25,kilimani,0.447,60
2016-01-25,karen,0.455,64
2016-01-25,lavington,0.854,60
2016-01-25,langata,0.625,52
2016-01-25,gigiri,0.361,64
2016-01-25,parklands,0.381,56
2016-01-25,upperhill,0.331,56
2016-01-25,kileleshwa,0.435,60
2016-01-25,runda,0.4,64
2016-01-25,muthaiga,0.551,64
2016-01-25,south-b,0.359,52
2016-01-25,south-c,0.454,49
2016-01-25,ngong-road,0.35,56
2016-01-25,thika-road,0.385,49
2016-01-26,westlands,0.548,60
2016-01-26,kilimani,0.433,56
2016-01-26,karen,0.444,60
2016-01-26,lavington,0.816,56
2016-01-26,langata,0.602,49
2016-01-26,gigiri,0.354,60
2016-01-26,parklands,0.374,53
2016-01-26,upperhill,0.326,53
2016-01-26,kileleshwa,0.426,56
2016-01-26,runda,0.39,60
2016-01-26,muthaiga,0.533,60
2016-01-26,south-b,0.354,49
2016-01-26,south-c,0.441,46
2016-01-26,ngong-road,0.343,53
2016-01-26,thika-road,0.379,46
2016-01-27,westlands,0.599,70
2016-01-27,kilimani,0.468,66
2016-01-27,karen,0.471,70
2016-01-27,lavington,0.91,66
2016-01-27,langata,0.66,57
2016-01-27,gigiri,0.371,70
2016-01-27,parklands,0.392,62
2016-01-27,upperhill,0.339,62
2016-01-27,kileleshwa,0.449,66
2016-01-27,runda,0.416,70
2016-01-27,muthaiga,0.578,70
2016-01-27,south-b,0.368,57
2016-01-27,south-c,0.473,53
2016-01-27,ngong-road,0.36,62
2016-01-27,thika-road,0.394,53
2016-01-28,westlands,0.584,67
2016-01-28,kilimani,0.457,63
2016-01-28,karen,0.463,67
2016-01-28,lavington,0.882,63
2016-01-28,langata,0.643,55
2016-01-28,gigiri,0.366,67
2016-01-28,parklands,0.386,59
2016-01-28,upperhill,0.335,59
2016-01-28,kileleshwa,0.442,63
2016-01-28,runda,0.408,67
2016-01-28,muthaiga,0.565,67
2016-01-28,south-b,0.363,55
2016-01-28,south-c,0.464,51
2016-01-28,ngong-road,0.355,59
2016-01-28,thika-road,0.39,51
2016-01-29,westlands,0.674,67
2016-01-29,kilimani,0.547,63
2016-01-29,karen,0.553,67
2016-01-29,lavington,0.972,63
2016-01-29,langata,0.733,55
2016-01-29,gigiri,0.456,67
2016-01-29,parklands,0.476,59
2016-01-29,upperhill,0.425,59
2016-01-29,kileleshwa,0.532,63
2016-01-29,runda,0.498,67
2016-01-29,muthaiga,0.655,67
2016-01-29,south-b,0.453,55
2016-01-29,south-c,0.554,51
2016-01-29,ngong-road,0.445,59
2016-01-29,thika-road,0.48,51
2016-01-30,westlands,0.572,47
2016-01-30,kilimani,0.478,44
2016-01-30,karen,0.498,47
2016-01-30,lavington,0.784,44
2016-01-30,langata,0.616,39
2016-01-30,gigiri,0.422,47
2016-01-30,parklands,0.44,41
2016-01-30,upperhill,0.399,41
2016-01-30,kileleshwa,0.486,44
2016-01-30,runda,0.446,47
2016-01-30,muthaiga,0.565,47
2016-01-30,south-b,0.426,39
2016-01-30,south-c,0.489,36
2016-01-30,ngong-road,0.411,41
2016-01-30,thika-road,0.45,36
2016-01-31,westlands,0.486,30
2016-01-31,kilimani,0.419,28
2016-01-31,karen,0.452,30
2016-01-31,lavington,0.625,28
2016-01-31,langata,0.516,25
2016-01-31,gigiri,0.393,30
2016-01-31,parklands,0.409,26
2016-01-31,upperhill,0.378,26
2016-01-31,kileleshwa,0.448,28
2016-01-31,runda,0.402,30
2016-01-31,muthaiga,0.489,30
2016-01-31,south-b,0.402,25
2016-01-31,south-c,0.434,23
2016-01-31,ngong-road,0.382,26
2016-01-31,thika-road,0.425,23
2016-02-01,westlands,0.487,48
2016-02-01,kilimani,0.391,45
2016-02-01,karen,0.411,48
2016-02-01,lavington,0.704,45
2016-02-01,langata,0.531,39
2016-02-01,gigiri,0.334,48
2016-02-01,parklands,0.352,42
2016-02-01,upperhill,0.311,42
2016-02-01,kileleshwa,0.399,45
2016-02-01,runda,0.359,48
2016-02-01,muthaiga,0.48,48
2016-02-01,south-b,0.337,39
2016-02-01,south-c,0.402,36
2016-02-01,ngong-road,0.323,42
2016-02-01,thika-road,0.362,36
2016-02-02,westlands,0.497,50
2016-02-02,kilimani,0.398,47
2016-02-02,karen,0.416,50
2016-02-02,lavington,0.722,47
2016-02-02,langata,0.543,41
2016-02-02,gigiri,0.337,50
2016-02-02,parklands,0.355,44
2016-02-02,upperhill,0.313,44
2016-02-02,kileleshwa,0.403,47
2016-02-02,runda,0.364,50
2016-02-02,muthaiga,0.489,50
2016-02-02,south-b,0.34,41
2016-02-02,south-c,0.409,38
2016-02-02,ngong-road,0.326,44
2016-02-02,thika-road,0.365,38
2016-02-03,westlands,0.599,70
2016-02-03,kilimani,0.468,66
2016-02-03,karen,0.471,70
2016-02-03,lavington,0.91,66
2016-02-03,langata,0.66,57
2016-02-03,gigiri,0.371,70
2016-02-03,parklands,0.392,62
2016-02-03,upperhill,0.339,62
2016-02-03,kileleshwa,0.449,66
2016-02-03,runda,0.416,70
2016-02-03,muthaiga,0.578,70
2016-02-03,south-b,0.368,57
2016-02-03,south-c,0.473,53
2016-02-03,ngong-road,0.36,62
2016-02-03,thika-road,0.394,53
2016-02-04,westlands,0.68,86
2016-02-04,kilimani,0.523,81
2016-02-04,karen,0.515,86
2016-02-04,lavington,0.98,81
2016-02-04,langata,0.754,71
2016-02-04,gigiri,0.398,86
2016-02-04,parklands,0.421,76
2016-02-04,upperhill,0.359,76
2016-02-04,kileleshwa,0.485,81
2016-02-04,runda,0.457,86
2016-02-04,muthaiga,0.65,86
2016-02-04,south-b,0.39,71
2016-02-04,south-c,0.525,65
2016-02-04,ngong-road,0.387,76
2016-02-04,thika-road,0.417,65
2016-02-05,westlands,0.841,100
2016-02-05,kilimani,0.661,94
2016-02-05,karen,0.643,100
2016-02-05,lavington,0.98,94
2016-02-05,langata,0.926,82
2016-02-05,gigiri,0.512,100
2016-02-05,parklands,0.537,88
2016-02-05,upperhill,0.467,88
2016-02-05,kileleshwa,0.607,94
2016-02-05,runda,0.584,100
2016-02-05,muthaiga,0.802,100
2016-02-05,south-b,0.499,82
2016-02-05,south-c,0.66,76
2016-02-05,ngong-road,0.501,88
2016-02-05,thika-road,0.528,76
2016-02-06,westlands,0.98,166
2016-02-06,kilimani,0.89,156
2016-02-06,karen,0.823,166
2016-02-06,lavington,0.98,156
2016-02-06,langata,0.98,136
2016-02-06,gigiri,0.624,166
2016-02-06,parklands,0.657,146
2016-02-06,upperhill,0.552,146
2016-02-06,kileleshwa,0.756,156
2016-02-06,runda,0.755,166
2016-02-06,muthaiga,0.98,166
2016-02-06,south-b,0.591,136
2016-02-06,south-c,0.872,126
2016-02-06,ngong-road,0.613,146
2016-02-06,thika-road,0.624,126
2016-02-07,westlands,0.78,88
2016-02-07,kilimani,0.62,83
2016-02-07,karen,0.61,88
2016-02-07,lavington,0.98,83
2016-02-07,langata,0.856,72
2016-02-07,gigiri,0.491,88
2016-02-07,parklands,0.515,77
2016-02-07,upperhill,0.452,77
2016-02-07,kileleshwa,0.579,83
2016-02-07,runda,0.553,88
2016-02-07,muthaiga,0.749,88
2016-02-07,south-b,0.483,72
2016-02-07,south-c,0.621,67
2016-02-07,ngong-road,0.481,77
2016-02-07,thika-road,0.51,67
2016-02-08,westlands,0.604,71
2016-02-08,kilimani,0.471,67
2016-02-08,karen,0.474,71
2016-02-08,lavington,0.919,67
2016-02-08,langata,0.666,58
2016-02-08,gigiri,0.373,71
2016-02-08,parklands,0.394,62
2016-02-08,upperhill,0.34,62
2016-02-08,kileleshwa,0.451,67
2016-02-08,runda,0.418,71
2016-02-08,muthaiga,0.583,71
2016-02-08,south-b,0.369,58
2016-02-08,south-c,0.476,54
2016-02-08,ngong-road,0.362,62
2016-02-08,thika-road,0.395,54
2016-02-09,westlands,0.518,54
2016-02-09,kilimani,0.412,51
2016-02-09,karen,0.427,54
2016-02-09,lavington,0.76,51
2016-02-09,langata,0.567,44
2016-02-09,gigiri,0.344,54
2016-02-09,parklands,0.363,48
2016-02-09,upperhill,0.318,48
2016-02-09,kileleshwa,0.412,51
2016-02-09,runda,0.374,54
2016-02-09,muthaiga,0.507,54
2016-02-09,south-b,0.345,44
2016-02-09,south-c,0.422,41
2016-02-09,ngong-road,0.333,48
